|name|printed|r|g|b|w|u|text
1935|bloodied ghost|2008-07-25|0|0|1|1|0|"flying
bloodied ghost enters the battlefield with a -1/-1 counter on it."
1936|bloodletter quill|2005-10-07|0|0|0|0|0|"{2}, {t}, put a blood counter on bloodletter quill: draw a card, then you lose 1 life for each blood counter on bloodletter quill.
{u}{b}: remove a blood counter from bloodletter quill."
1937|bloodline culling|2022-01-28|0|0|1|0|0|"choose one —
• target creature gets -5/-5 until end of turn.
• creature tokens get -2/-2 until end of turn."
1938|bloodline keeper|2011-09-24|0|0|1|0|0|"flying
{t}: create a 2/2 black vampire creature token with flying.
{b}: transform bloodline keeper. activate only if you control five or more vampires."
1939|lord of lineage|2011-09-24|0|0|1|0|0|"flying
other vampire creatures you control get +2/+2.
{t}: create a 2/2 black vampire creature token with flying."
1940|bloodline necromancer|2016-11-16|0|0|1|0|0|"lifelink
when bloodline necromancer enters the battlefield, you may return target vampire or wizard creature card from your graveyard to the battlefield."
1941|bloodline pretender|2021-02-05|0|0|0|0|0|"changeling (this card is every creature type.)
as bloodline pretender enters the battlefield, choose a creature type.
whenever another creature of the chosen type enters the battlefield under your control, put a +1/+1 counter on bloodline pretender."
1942|bloodline shaman|2002-10-07|0|1|0|0|0|{t}: choose a creature type. reveal the top card of your library. if that card is a creature card of the chosen type, put it into your hand. otherwise, put it into your graveyard.
1943|bloodlord of vaasgoth|2011-07-14|0|0|1|0|0|"bloodthirst 3 (if an opponent was dealt damage this turn, this creature enters the battlefield with three +1/+1 counters on it.)
flying
whenever you cast a vampire creature spell, it gains bloodthirst 3."
1944|bloodlust inciter|2017-04-28|1|0|0|0|0|{t}: target creature gains haste until end of turn.
1945|bloodmad vampire|2019-11-07|1|0|0|0|0|"whenever bloodmad vampire deals combat damage to a player, put a +1/+1 counter on it.
madness {1}{r} (if you discard this card, discard it into exile. when you do, cast it for its madness cost or put it into your graveyard.)"
1946|bloodmark mentor|2008-05-02|1|0|0|0|0|red creatures you control have first strike.
1947|bloodmist infiltrator|2019-01-25|0|0|1|0|0|whenever bloodmist infiltrator attacks, you may sacrifice another creature. if you do, bloodmist infiltrator can't be blocked this turn.
1948|bloodpyre elemental|2008-10-03|1|0|0|0|0|sacrifice bloodpyre elemental: it deals 4 damage to target creature. activate only as a sorcery.
1949|bloodrage alpha|2021-12-09|1|0|0|0|0|"when bloodrage alpha enters the battlefield, choose one —
• another target wolf or werewolf you control fights target creature you don't control.
• when you cast your next wolf or werewolf spell, it gains ""when this creature enters the battlefield, it fights up to one target creature you don't control."""
1950|bloodrage brawler|2017-04-28|1|0|0|0|0|when bloodrage brawler enters the battlefield, discard a card.
1951|bloodrage vampire|2011-07-14|0|0|1|0|0|bloodthirst 1 (if an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
1952|bloodrite invoker|2010-04-23|0|0|1|0|0|{8}: target player loses 3 life and you gain 3 life.
1953|bloodrock cyclops|1997-06-09|1|0|0|0|0|bloodrock cyclops attacks each combat if able.
1954|bloodscale prowler|2006-02-03|1|0|0|0|0|bloodthirst 1 (if an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
1955|bloodscent|2003-10-02|0|1|0|0|0|all creatures able to block target creature this turn do so.
1956|bloodshed fever|2008-05-02|1|0|0|0|0|"enchant creature
enchanted creature attacks each combat if able."
1957|bloodshot cyclops|1999-06-07|1|0|0|0|0|{t}, sacrifice a creature: bloodshot cyclops deals damage equal to the sacrificed creature's power to any target.
1958|bloodshot trainee|2007-05-04|1|0|0|0|0|{t}: bloodshot trainee deals 4 damage to target creature. activate only if bloodshot trainee's power is 4 or greater.
1959|bloodsky berserker|2021-02-05|0|0|1|0|0|whenever you cast your second spell each turn, put two +1/+1 counters on bloodsky berserker. it gains menace until end of turn. (it can't be blocked except by two or more creatures.)
1960|bloodsoaked altar|2019-07-12|0|0|1|0|0|{t}, pay 2 life, discard a card, sacrifice a creature: create a 5/5 black demon creature token with flying. activate only as a sorcery.
1961|bloodsoaked champion|2014-09-26|0|0|1|0|0|"bloodsoaked champion can't block.
raid — {1}{b}: return bloodsoaked champion from your graveyard to the battlefield. activate only if you attacked this turn."
1962|bloodspore thrinax|2015-11-13|0|1|0|0|0|"devour 1 (as this enters the battlefield, you may sacrifice any number of creatures. this creature enters the battlefield with that many +1/+1 counters on it.)
each other creature you control enters the battlefield with an additional x +1/+1 counters on it, where x is the number of +1/+1 counters on bloodspore thrinax."
1963|bloodstained mire|2002-10-07|0|0|0|0|0|{t}, pay 1 life, sacrifice bloodstained mire: search your library for a swamp or mountain card, put it onto the battlefield, then shuffle.
1964|bloodstone cameo|2000-10-02|0|0|0|0|0|{t}: add {b} or {r}.
1965|bloodstone goblin|2018-04-27|1|0|0|0|0|whenever you cast a spell, if that spell was kicked, bloodstone goblin gets +1/+1 and gains menace until end of turn. (it can't be blocked except by two or more creatures.)
1966|bloodsworn squire|2021-11-19|0|0|1|0|0|"{1}{b}, discard a card: bloodsworn squire gains indestructible until end of turn. tap it. then if there are four or more creature cards in your graveyard, transform bloodsworn squire. (damage and effects that say ""destroy"" don't destroy it.)"
1967|bloodsworn knight|2021-11-19|0|0|1|0|0|"bloodsworn knight's power and toughness are each equal to the number of creature cards in your graveyard.
{1}{b}, discard a card: bloodsworn knight gains indestructible until end of turn. tap it. (damage and effects that say ""destroy"" don't destroy it.)"
1968|bloodsworn steward|2016-11-16|1|0|0|0|0|"flying
commander creatures you control get +2/+2 and have haste."
1969|bloodtallow candle|2018-04-27|0|0|0|0|0|{6}, {t}, sacrifice bloodtallow candle: target creature gets -5/-5 until end of turn.
1970|bloodthirsty adversary|2022-01-28|1|0|0|0|0|"haste
when bloodthirsty adversary enters the battlefield, you may pay {2}{r} any number of times. when you pay this cost one or more times, put that many +1/+1 counters on bloodthirsty adversary, then exile up to that many target instant and/or sorcery cards with mana value 3 or less from your graveyard and copy them. you may cast any number of the copies without paying their mana costs."
1971|bloodthirsty aerialist|2019-07-12|0|0|1|0|0|"flying
whenever you gain life, put a +1/+1 counter on bloodthirsty aerialist."
1972|bloodthirsty blade|2019-08-23|0|0|0|0|0|"equipped creature gets +2/+0 and is goaded. (it attacks each combat if able and attacks a player other than you if able.)
{1}: attach bloodthirsty blade to target creature an opponent controls. activate only as a sorcery."
1973|bloodthirsty ogre|2004-10-01|0|0|1|0|0|"{t}: put a devotion counter on bloodthirsty ogre.
{t}: target creature gets -x/-x until end of turn, where x is the number of devotion counters on bloodthirsty ogre. activate only if you control a demon."
1974|bloodthorn taunter|2008-10-03|1|0|0|0|0|"haste
{t}: target creature with power 5 or greater gains haste until end of turn."
1975|bloodthrone vampire|2010-04-23|0|0|1|0|0|sacrifice a creature: bloodthrone vampire gets +2/+2 until end of turn.
1976|bloodtithe collector|2022-01-28|0|0|1|0|0|"flying
when bloodtithe collector enters the battlefield, if an opponent lost life this turn, each opponent discards a card."
1977|bloodtithe harvester|2021-11-19|1|0|1|0|0|"when bloodtithe harvester enters the battlefield, create a blood token. (it's an artifact with ""{1}, {t}, discard a card, sacrifice this artifact: draw a card."")
{t}, sacrifice bloodtithe harvester: target creature gets -x/-x until end of turn, where x is twice the number of blood tokens you control. activate only as a sorcery."
1978|bloodtracker|2016-11-16|0|0|1|0|0|"flying
{b}, pay 2 life: put a +1/+1 counter on bloodtracker.
when bloodtracker leaves the battlefield, draw a card for each +1/+1 counter on it."
1979|bloodvial purveyor|2021-11-19|0|0|1|0|0|"flying, trample
whenever an opponent casts a spell, that player creates a blood token. (it's an artifact with ""{1}, {t}, discard a card, sacrifice this artifact: draw a card."")
whenever bloodvial purveyor attacks, it gets +1/+0 until end of turn for each blood token defending player controls."
1980|bloodwater entity|2017-07-14|1|0|0|0|1|"flying
prowess (whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
when bloodwater entity enters the battlefield, you may put target instant or sorcery card from your graveyard on top of your library."
1981|bloody betrayal|2021-11-19|1|0|0|0|0|"gain control of target creature until end of turn. untap that creature. it gains haste until end of turn. create a blood token. (it's an artifact with ""{1}, {t}, discard a card, sacrifice this artifact: draw a card."")"
1982|bloom hulk|2019-05-03|0|1|0|0|0|when bloom hulk enters the battlefield, proliferate. (choose any number of permanents and/or players, then give each another counter of each kind already there.)
1983|bloom tender|2008-07-25|0|1|0|0|0|{t}: for each color among permanents you control, add one mana of that color.
1984|blooming marsh|2016-09-30|0|0|0|0|0|"blooming marsh enters the battlefield tapped unless you control two or fewer other lands.
{t}: add {b} or {g}."
1985|blossom dryad|2017-09-29|0|1|0|0|0|{t}: untap target land.
1986|blossoming defense|2016-09-30|0|1|0|0|0|target creature you control gets +2/+2 and gains hexproof until end of turn.
1987|blossoming sands|2014-09-26|0|0|0|0|0|"blossoming sands enters the battlefield tapped.
when blossoming sands enters the battlefield, you gain 1 life.
{t}: add {g} or {w}."
1988|blossoming wreath|1997-06-09|0|1|0|0|0|you gain life equal to the number of creature cards in your graveyard.
1989|blot out the sky|2021-04-23|0|0|1|1|0|create x tapped 2/1 white and black inkling creature tokens with flying. if x is 6 or more, destroy all noncreature, nonland permanents.
1990|blow your house down|2019-10-04|1|0|0|0|0|up to three target creatures can't block this turn. destroy any of them that are walls.
1991|blowfly infestation|2008-05-02|0|0|1|0|0|whenever a creature dies, if it had a -1/-1 counter on it, put a -1/-1 counter on target creature.
1992|bludgeon brawl|2011-05-12|1|0|0|0|0|"each noncreature, non-equipment artifact is an equipment with equip {x} and ""equipped creature gets +x/+0,"" where x is that artifact's mana value."
1993|blue elemental blast|1993-08-05|0|0|0|0|1|"choose one —
• counter target red spell.
• destroy target red permanent."
1994|blue mana battery|1994-06-01|0|0|0|0|0|"{2}, {t}: put a charge counter on blue mana battery.
{t}, remove any number of charge counters from blue mana battery: add {u}, then add an additional {u} for each charge counter removed this way."
1995|blue scarab|1995-06-03|0|0|0|1|0|"enchant creature
enchanted creature can't be blocked by blue creatures.
enchanted creature gets +2/+2 as long as an opponent controls a blue permanent."
1996|blue sun's zenith|2011-02-03|0|0|0|0|1|target player draws x cards. shuffle blue sun's zenith into its owner's library.
1997|blue ward|1993-08-05|0|0|0|1|0|"enchant creature
enchanted creature has protection from blue. this effect doesn't remove blue ward."
1998|blunt the assault|2010-09-30|0|1|0|0|0|you gain 1 life for each creature on the battlefield. prevent all combat damage that would be dealt this turn.
1999|blur sliver|2013-07-19|1|0|0|0|0|sliver creatures you control have haste. (they can attack and {t} as soon as they come under your control.)
2000|blur of blades|2017-07-14|1|0|0|0|0|put a -1/-1 counter on target creature. blur of blades deals 2 damage to that creature's controller.
2001|blurred mongoose|2000-10-02|0|1|0|0|0|"this spell can't be countered.
shroud (this creature can't be the target of spells or abilities.)"
2002|blustersquall|2012-10-05|0|0|0|0|1|"tap target creature you don't control.
overload {3}{u} (you may cast this spell for its overload cost. if you do, change its text by replacing all instances of ""target"" with ""each."")"
2003|boa constrictor|1999-10-04|0|1|0|0|0|{t}: boa constrictor gets +3/+3 until end of turn.
2004|boar umbra|2010-04-23|0|1|0|0|0|"enchant creature
enchanted creature gets +3/+3.
totem armor (if enchanted creature would be destroyed, instead remove all damage from it and destroy this aura.)"
2005|board the weatherlight|2018-04-27|0|0|0|1|0|look at the top five cards of your library. you may reveal a historic card from among them and put it into your hand. put the rest on the bottom of your library in a random order. (artifacts, legendaries, and sagas are historic.)
2006|boarded window|2021-11-19|0|0|0|0|0|"creatures attacking you get -1/-0.
at the beginning of each end step, if you were dealt 4 or more damage this turn, exile boarded window."
2007|boarding party|2020-11-20|1|0|0|0|0|"haste
cascade (when you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. you may cast it without paying its mana cost. put the exiled cards on the bottom of your library in a random order.)"
2008|boartusk liege|2008-05-02|1|1|0|0|0|"trample
other red creatures you control get +1/+1.
other green creatures you control get +1/+1."
2009|body double|2007-02-02|0|0|0|0|1|you may have body double enter the battlefield as a copy of any creature card in a graveyard.
2010|body snatcher|1999-06-07|0|0|1|0|0|"when body snatcher enters the battlefield, exile it unless you discard a creature card.
when body snatcher dies, exile body snatcher and return target creature card from your graveyard to the battlefield."
2011|body of jukai|2005-02-04|0|1|0|0|0|"trample
soulshift 8 (when this creature dies, you may return target spirit card with mana value 8 or less from your graveyard to your hand.)"
2012|body of knowledge|2020-11-20|0|0|0|0|1|"body of knowledge's power and toughness are each equal to the number of cards in your hand.
you have no maximum hand size.
whenever body of knowledge is dealt damage, draw that many cards."
2013|body of research|2021-04-23|0|1|0|0|1|create a 0/0 green and blue fractal creature token. put x +1/+1 counters on it, where x is the number of cards in your library.
2014|bog down|2001-02-05|0|0|1|0|0|"kicker—sacrifice two lands. (you may sacrifice two lands in addition to any other costs as you cast this spell.)
target player discards two cards. if this spell was kicked, that player discards three cards instead."
2015|bog elemental|2000-06-05|0|0|1|0|0|"protection from white
at the beginning of your upkeep, sacrifice bog elemental unless you sacrifice a land."
2016|bog glider|2000-06-05|0|0|1|0|0|"flying
{t}, sacrifice a land: search your library for a mercenary permanent card with mana value 2 or less, put it onto the battlefield, then shuffle."
2017|bog gnarr|2001-06-04|0|1|0|0|0|whenever a player casts a black spell, bog gnarr gets +2/+2 until end of turn.
2018|bog hoodlums|2007-10-12|0|0|1|0|0|"bog hoodlums can't block.
when bog hoodlums enters the battlefield, clash with an opponent. if you win, put a +1/+1 counter on bog hoodlums. (each clashing player reveals the top card of their library, then puts that card on the top or bottom. a player wins if their card had a higher mana value.)"
2019|bog imp|1994-08-01|0|0|1|0|0|flying (this creature can't be blocked except by creatures with flying or reach.)
2020|bog initiate|2000-10-02|0|0|1|0|0|{1}: add {b}.
2021|bog naughty|2019-10-04|0|0|1|0|0|"flying
{2}{b}, sacrifice a food: target creature gets -3/-3 until end of turn."
2022|bog raiders|1998-10-12|0|0|1|0|0|swampwalk (this creature can't be blocked as long as defending player controls a swamp.)
2023|bog rats|1994-08-01|0|0|1|0|0|bog rats can't be blocked by walls.
2024|bog serpent|2007-02-02|0|0|1|0|0|"bog serpent can't attack unless defending player controls a swamp.
when you control no swamps, sacrifice bog serpent."
2025|bog smugglers|1999-10-04|0|0|1|0|0|swampwalk (this creature can't be blocked as long as defending player controls a swamp.)
2026|bog tatters|2009-10-02|0|0|1|0|0|swampwalk (this creature can't be blocked as long as defending player controls a swamp.)
2027|bog witch|1999-10-04|0|0|1|0|0|{b}, {t}, discard a card: add {b}{b}{b}.
2028|bog wraith|1993-08-05|0|0|1|0|0|swampwalk (this creature can't be blocked as long as defending player controls a swamp.)
2029|bog wreckage|2001-10-01|0|0|0|0|0|"bog wreckage enters the battlefield tapped.
{t}: add {b}.
{t}, sacrifice bog wreckage: add one mana of any color."
2030|bog-strider ash|2007-10-12|0|1|0|0|0|"swampwalk (this creature can't be blocked as long as defending player controls a swamp.)
whenever a player casts a goblin spell, you may pay {g}. if you do, you gain 2 life."
2031|bogardan dragonheart|2019-06-05|1|0|0|0|0|sacrifice another creature: until end of turn, bogardan dragonheart becomes a dragon with base power and toughness 4/4, flying, and haste.
2032|bogardan firefiend|1997-06-09|1|0|0|0|0|when bogardan firefiend dies, it deals 2 damage to target creature.
2033|bogardan hellkite|2006-10-06|1|0|0|0|0|"flash
flying
when bogardan hellkite enters the battlefield, it deals 5 damage divided as you choose among any number of targets."
2034|bogardan lancer|2007-05-04|1|0|0|0|0|"bloodthirst 1 (if an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
flanking (whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)"
2035|bogardan phoenix|1997-02-03|1|0|0|0|0|"flying
when bogardan phoenix dies, exile it if it had a death counter on it. otherwise, return it to the battlefield under your control and put a death counter on it."
2036|bogardan rager|2006-10-06|1|0|0|0|0|"flash (you may cast this spell any time you could cast an instant.)
when bogardan rager enters the battlefield, target creature gets +4/+0 until end of turn."
2037|bogbrew witch|2013-07-19|0|0|1|0|0|{2}, {t}: search your library for a card named festering newt or bubbling cauldron, put it onto the battlefield tapped, then shuffle.
2038|boggart arsonists|2008-05-02|1|0|0|0|0|"plainswalk (this creature can't be blocked as long as defending player controls a plains.)
{2}{r}, sacrifice boggart arsonists: destroy target scarecrow or plains."
2039|boggart birth rite|2007-10-12|0|0|1|0|0|return target goblin card from your graveyard to your hand.
2040|boggart brute|2015-07-17|1|0|0|0|0|menace (this creature can't be blocked except by two or more creatures.)
2041|boggart forager|2007-10-12|1|0|0|0|0|{r}, sacrifice boggart forager: target player shuffles their library.
2042|boggart harbinger|2007-10-12|0|0|1|0|0|when boggart harbinger enters the battlefield, you may search your library for a goblin card, reveal it, then shuffle and put that card on top.
2043|boggart loggers|2007-10-12|0|0|1|0|0|"forestwalk (this creature can't be blocked as long as defending player controls a forest.)
{2}{b}, sacrifice boggart loggers: destroy target treefolk or forest."
2044|boggart mob|2007-10-12|0|0|1|0|0|"champion a goblin (when this enters the battlefield, sacrifice it unless you exile another goblin you control. when this leaves the battlefield, that card returns to the battlefield.)
whenever a goblin you control deals combat damage to a player, you may create a 1/1 black goblin rogue creature token."
2045|boggart ram-gang|2008-05-02|1|1|0|0|0|"haste
wither (this deals damage to creatures in the form of -1/-1 counters.)"
2046|boggart shenanigans|2007-10-12|1|0|0|0|0|whenever another goblin you control is put into a graveyard from the battlefield, you may have boggart shenanigans deal 1 damage to target player or planeswalker.
2047|boggart sprite-chaser|2007-10-12|1|0|0|0|0|as long as you control a faerie, boggart sprite-chaser gets +1/+1 and has flying.
2048|bogstomper|2018-07-13|0|0|1|0|0|{empty}
2049|boil|1997-10-14|1|0|0|0|0|destroy all islands.
2050|boiling blood|1997-06-09|1|0|0|0|0|"target creature attacks this turn if able.
draw a card."
2051|boiling earth|2015-10-02|1|0|0|0|0|"boiling earth deals 1 damage to each creature your opponents control.
awaken 4—{6}{r} (if you cast this spell for {6}{r}, also put four +1/+1 counters on target land you control and it becomes a 0/0 elemental creature with haste. it's still a land.)"
2052|boiling seas|2005-07-29|1|0|0|0|0|destroy all islands.
2053|bojuka bog|2010-02-05|0|0|0|0|0|"bojuka bog enters the battlefield tapped.
when bojuka bog enters the battlefield, exile target player's graveyard.
{t}: add {b}."
2054|bojuka brigand|2010-02-05|0|0|1|0|0|"bojuka brigand can't block.
whenever bojuka brigand or another ally enters the battlefield under your control, you may put a +1/+1 counter on bojuka brigand."
2055|bola warrior|2000-02-14|1|0|0|0|0|{r}, {t}, discard a card: target creature can't block this turn.
2056|bolas's citadel|2019-05-03|0|0|1|0|0|"you may look at the top card of your library any time.
you may play lands and cast spells from the top of your library. if you cast a spell this way, pay life equal to its mana value rather than pay its mana cost.
{t}, sacrifice ten nonland permanents: each opponent loses 10 life."
2057|bold defense|2009-10-02|0|0|0|1|0|"kicker {3}{w} (you may pay an additional {3}{w} as you cast this spell.)
creatures you control get +1/+1 until end of turn. if this spell was kicked, instead creatures you control get +2/+2 and gain first strike until end of turn."
2058|bold impaler|2016-07-22|1|0|0|0|0|{2}{r}: bold impaler gets +2/+0 until end of turn.
2059|boldwyr heavyweights|2008-02-01|1|0|0|0|0|"trample
when boldwyr heavyweights enters the battlefield, each opponent may search their library for a creature card and put it onto the battlefield. then each player who searched their library this way shuffles."
2060|boldwyr intimidator|2007-05-04|1|0|0|0|0|"cowards can't block warriors.
{r}: target creature becomes a coward until end of turn.
{2}{r}: target creature becomes a warrior until end of turn."
2061|bolrac-clan crusher|2019-01-25|1|1|0|0|0|{t}, remove a +1/+1 counter from a creature you control: bolrac-clan crusher deals 2 damage to any target.
2062|bolt bend|2019-05-03|1|0|0|0|0|"this spell costs {3} less to cast if you control a creature with power 4 or greater.
change the target of target spell or ability with a single target."
2063|bolt hound|2020-07-03|1|0|0|0|0|"haste (this creature can attack and {t} as soon as it comes under your control.)
whenever bolt hound attacks, other creatures you control get +1/+0 until end of turn."
2064|bolt of keranos|2014-02-01|1|0|0|0|0|bolt of keranos deals 3 damage to any target. scry 1. (look at the top card of your library. you may put that card on the bottom of your library.)
2065|boltwing marauder|2015-03-27|1|0|1|0|0|"flying
whenever another creature enters the battlefield under your control, target creature gets +2/+0 until end of turn."
2066|bomat bazaar barge|2016-09-30|0|0|0|0|0|"when bomat bazaar barge enters the battlefield, draw a card.
crew 3 (tap any number of creatures you control with total power 3 or more: this vehicle becomes an artifact creature until end of turn.)"
2067|bomat courier|2016-09-30|0|0|0|0|0|"haste
whenever bomat courier attacks, exile the top card of your library face down. (you can't look at it.)
{r}, discard your hand, sacrifice bomat courier: put all cards exiled with bomat courier into their owners' hands."
2068|bomb squad|2001-10-01|1|0|0|0|0|"{t}: put a fuse counter on target creature.
at the beginning of your upkeep, put a fuse counter on each creature with a fuse counter on it.
whenever a creature has four or more fuse counters on it, remove all fuse counters from it and destroy it. that creature deals 4 damage to its controller."
2069|bombard|2018-01-19|1|0|0|0|0|bombard deals 4 damage to target creature.
2070|bomber corps|2013-01-26|1|0|0|0|0|battalion — whenever bomber corps and at least two other creatures attack, bomber corps deals 1 damage to any target.
2071|bond beetle|2012-07-12|0|1|0|0|0|when bond beetle enters the battlefield, put a +1/+1 counter on target creature.
2072|bond of agony|2006-05-05|0|0|1|0|0|"as an additional cost to cast this spell, pay x life.
each other player loses x life."
2073|bond of discipline|2019-05-03|0|0|0|1|0|tap all creatures your opponents control. creatures you control gain lifelink until end of turn.
2074|bond of flourishing|2019-05-03|0|1|0|0|0|look at the top three cards of your library. you may reveal a permanent card from among them and put it into your hand. put the rest on the bottom of your library in any order. you gain 3 life.
2075|bond of insight|2019-05-03|0|0|0|0|1|each player mills four cards. return up to two instant and/or sorcery cards from your graveyard to your hand. exile bond of insight.
2076|bond of passion|2019-05-03|1|0|0|0|0|gain control of target creature until end of turn. untap that creature. it gains haste until end of turn. bond of passion deals 2 damage to any other target.
2077|bond of revival|2019-05-03|0|0|1|0|0|return target creature card from your graveyard to the battlefield. it gains haste until your next turn.
2078|bonded construct|2015-07-17|0|0|0|0|0|bonded construct can't attack alone.
2079|bonded fetch|2007-05-04|0|0|0|0|1|"defender, haste
{t}: draw a card, then discard a card."
2080|bonded horncrest|2017-09-29|1|0|0|0|0|bonded horncrest can't attack or block alone.
2081|bonder's ornament|2020-04-17|0|0|0|0|0|"{t}: add one mana of any color.
{4}, {t}: each player who controls a permanent named bonder's ornament draws a card."
2082|bonders' enclave|2020-04-24|0|0|0|0|0|"{t}: add {c}.
{3}, {t}: draw a card. activate only if you control a creature with power 4 or greater."
2083|bonds of faith|2011-09-24|0|0|0|1|0|"enchant creature
enchanted creature gets +2/+2 as long as it's a human. otherwise, it can't attack or block."
2084|bonds of mortality|2016-01-22|0|1|0|0|0|"when bonds of mortality enters the battlefield, draw a card.
{g}: creatures your opponents control lose hexproof and indestructible until end of turn."
2085|bonds of quicksilver|2010-09-30|0|0|0|0|1|"flash (you may cast this spell any time you could cast an instant.)
enchant creature
enchanted creature doesn't untap during its controller's untap step."
2086|bone dancer|1997-06-09|0|0|1|0|0|whenever bone dancer attacks and isn't blocked, you may put the top creature card of defending player's graveyard onto the battlefield under your control. if you do, bone dancer assigns no combat damage this turn.
2087|bone dragon|2018-07-13|0|0|1|0|0|"flying
{3}{b}{b}, exile seven other cards from your graveyard: return bone dragon from your graveyard to the battlefield tapped."
2088|bone flute|1994-08-01|0|0|0|0|0|{2}, {t}: all creatures get -1/-0 until end of turn.
2089|bone harvest|1996-10-08|0|0|1|0|0|"put any number of target creature cards from your graveyard on top of your library.
draw a card at the beginning of the next turn's upkeep."
2090|bone mask|1996-10-08|0|0|0|0|0|{2}, {t}: the next time a source of your choice would deal damage to you this turn, prevent that damage. exile cards from the top of your library equal to the damage prevented this way.
2091|bone miser|2019-08-23|0|0|1|0|0|"whenever you discard a creature card, create a 2/2 black zombie creature token.
whenever you discard a land card, add {b}{b}.
whenever you discard a noncreature, nonland card, draw a card."
2092|bone picker|2017-04-28|0|0|1|0|0|"this spell costs {3} less to cast if a creature died this turn.
flying, deathtouch"
2093|bone pit brute|2020-07-03|1|0|0|0|0|"menace (this creature can't be blocked except by two or more creatures.)
when bone pit brute enters the battlefield, target creature gets +4/+0 until end of turn."
2094|bone saw|2009-02-06|0|0|0|0|0|"equipped creature gets +1/+0.
equip {1} ({1}: attach to target creature you control. equip only as a sorcery.)"
2095|bone shaman|1995-06-03|1|0|0|0|0|"{b}: until end of turn, bone shaman gains ""creatures dealt damage by bone shaman this turn can't be regenerated this turn."""
2096|bone shards|2021-08-26|0|0|1|0|0|"as an additional cost to cast this spell, sacrifice a creature or discard a card.
destroy target creature or planeswalker."
2097|bone shredder|1999-02-15|0|0|1|0|0|"flying
echo {2}{b} (at the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
when bone shredder enters the battlefield, destroy target nonartifact, nonblack creature."
2098|bone splinters|2008-10-03|0|0|1|0|0|"as an additional cost to cast this spell, sacrifice a creature.
destroy target creature."
2099|bone to ash|2012-01-28|0|0|0|0|1|"counter target creature spell.
draw a card."
2100|bonebreaker giant|2011-07-14|1|0|0|0|0|{empty}
2101|boneclad necromancer|2019-07-12|0|0|1|0|0|when boneclad necromancer enters the battlefield, you may exile target creature card from a graveyard. if you do, create a 2/2 black zombie creature token.
2102|bonecrusher giant|2019-10-04|1|0|0|0|0|whenever bonecrusher giant becomes the target of a spell, bonecrusher giant deals 2 damage to that spell's controller.
2103|stomp|2019-10-04|1|0|0|0|0|damage can't be prevented this turn. stomp deals 2 damage to any target.
2104|bonehoard|2011-02-03|0|0|0|0|0|"living weapon (when this equipment enters the battlefield, create a 0/0 black phyrexian germ creature token, then attach this to it.)
equipped creature gets +x/+x, where x is the number of creature cards in all graveyards.
equip {2}"
2105|boneknitter|2002-10-07|0|0|1|0|0|"{1}{b}: regenerate target zombie.
morph {2}{b} (you may cast this card face down as a 2/2 creature for {3}. turn it face up any time for its morph cost.)"
2106|bonescythe sliver|2013-07-19|0|0|0|1|0|sliver creatures you control have double strike. (they deal both first-strike and regular combat damage.)
2107|boneshard slasher|2002-02-04|0|0|1|0|0|"flying
threshold — as long as seven or more cards are in your graveyard, boneshard slasher gets +2/+2 and has ""when boneshard slasher becomes the target of a spell or ability, sacrifice it."""
2108|bonesplitter|2003-10-02|0|0|0|0|0|"equipped creature gets +2/+0.
equip {1}"
2109|bonesplitter sliver|2006-10-06|1|0|0|0|0|all sliver creatures get +2/+0.
2110|bonethorn valesk|2003-05-26|1|0|0|0|0|whenever a permanent is turned face up, bonethorn valesk deals 1 damage to any target.
2111|boneyard aberration|2021-08-26|0|0|1|0|0|when boneyard aberration dies, exile it. if you do, conjure three cards named reassembling skeleton into your graveyard.
2112|boneyard lurker|2020-04-24|0|1|1|0|0|"mutate {2}{b/g}{b/g} (if you cast this spell for its mutate cost, put it over or under target non-human creature you own. they mutate into the creature on top plus all abilities from under it.)
whenever this creature mutates, return target permanent card from your graveyard to your hand."
2113|boneyard mycodrax|2020-04-17|0|0|1|0|0|"boneyard mycodrax's power and toughness are each equal to the number of other creature cards in your graveyard.
scavenge {4}{b} ({4}{b}, exile this card from your graveyard: put a number of +1/+1 counters equal to this card's power on target creature. scavenge only as a sorcery.)"
2114|boneyard parley|2017-09-29|0|0|1|0|0|exile up to five target creature cards from graveyards. an opponent separates those cards into two piles. put all cards from the pile of your choice onto the battlefield under your control and the rest into their owners' graveyards.
2115|boneyard scourge|2016-11-16|0|0|1|0|0|"flying
whenever a dragon you control dies while boneyard scourge is in your graveyard, you may pay {1}{b}. if you do, return boneyard scourge from your graveyard to the battlefield."
2116|boneyard wurm|2011-09-24|0|1|0|0|0|boneyard wurm's power and toughness are each equal to the number of creature cards in your graveyard.
